global_id,left_track_id,left_count,right_track_id,right_count
1294,,0,2420,1
1295,,0,2421,36
1296,,0,2426,1
1297,,0,2430,2
1298,,0,2431,412
1299,,0,2444,37
1300,,0,2445,517
1301,,0,2446,270
1302,,0,2454,4
1303,,0,2456,9
1304,,0,2460,432
1305,,0,2463,64
1306,,0,2464,725
1307,,0,2465,2
1308,,0,2507,596
1309,,0,2578,22
1310,,0,2596,4
1311,,0,2612,1
1312,,0,2620,6
1313,,0,2621,15
1314,,0,2622,361
1315,,0,2624,3
1316,,0,2625,21
1317,,0,2692,2
1318,,0,2712,61
1319,,0,2734,3
1320,,0,2735,182
1321,,0,2748,2
1322,,0,2749,29
1323,,0,2797,24
1324,,0,2798,255
1325,,0,2799,226
1326,,0,2800,16
1327,,0,2802,6
1328,,0,2837,14
1329,,0,2838,33
1330,,0,2841,197
1331,,0,2842,159
1332,,0,2846,532
1333,,0,2851,1
1334,,0,2853,833
1335,,0,2863,85
1336,,0,2864,13
1337,,0,2865,29
1338,,0,2867,1
1339,,0,2868,30
1340,,0,2869,218
1341,,0,2870,883
1342,,0,2871,184
1343,,0,2874,93
1344,,0,2876,167
1345,,0,2878,2
1346,,0,2891,3
1347,,0,2892,41
1348,,0,2917,11
1349,,0,2919,7
1350,,0,2920,685
1351,,0,2925,7
1352,,0,2926,1216
1353,,0,2928,24
1354,,0,2930,9
1355,,0,2933,2
1356,,0,2950,23
1357,,0,2959,328
1358,,0,3014,77
1359,,0,3024,644
1360,,0,3028,351
1361,,0,3029,1682
1362,,0,3031,6
1363,,0,3071,114
1364,,0,3080,1
1365,,0,3084,597
1366,,0,3092,22
1367,,0,3094,105
1368,,0,3095,538
1369,,0,3125,37
1370,,0,3128,22
1371,,0,3129,7
1372,,0,3131,63
1373,,0,3133,28
1374,,0,3135,112
1375,,0,3136,18
1376,,0,3137,15
1377,,0,3138,85
1378,,0,3139,267
1379,,0,3140,24
1380,,0,3146,8
1381,,0,3157,38
1382,,0,3159,431
1383,,0,3167,3
1384,,0,3178,54
1385,,0,3226,25
1386,,0,3227,636
1387,,0,3241,24
1388,,0,3276,1311
1389,,0,3277,7
1390,,0,3291,2
1391,,0,3294,21
1392,,0,3296,47
1393,,0,3300,1
1394,,0,3319,3
1395,,0,3321,369
1396,,0,3322,219
1397,,0,3323,53
1398,,0,3327,3
1399,,0,3336,356
1400,,0,3337,33
1401,,0,3339,11
1402,,0,3342,74
1403,,0,3343,436
1404,,0,3345,94
1405,,0,3347,1149
1406,,0,3349,10
1407,,0,3350,61
1408,,0,3351,57
1409,,0,3353,61
1410,,0,3355,253
1411,,0,3356,43
1412,,0,3357,21
1413,,0,3358,569
1414,,0,3390,56
1415,,0,3403,1
1416,,0,3412,22
1417,,0,3413,36
1418,,0,3414,13
1419,,0,3415,48
1420,,0,3416,166
1421,,0,3417,111
1422,,0,3418,139
1423,,0,3419,216
1424,,0,3420,48
1425,,0,3422,3
1426,,0,3425,278
1427,,0,3428,130
1428,,0,3429,37
1429,,0,3430,70
1430,,0,3455,15
1431,,0,3466,183
1432,,0,3469,92
1433,,0,3471,29
1434,,0,3472,102
1435,,0,3484,229
1436,,0,3497,1
1437,,0,3499,734
1438,,0,3502,131
1439,,0,3504,9
1440,,0,3505,50
1441,,0,3510,129
1442,,0,3516,7
1443,,0,3520,5
1444,,0,3523,8
1445,,0,3524,27
1446,,0,3525,12
1447,,0,3527,1278
1448,,0,3572,7
1449,,0,3574,4
1450,,0,3579,6
1451,,0,3581,220
1452,,0,3582,49
1453,,0,3586,12
1454,,0,3587,11
1455,,0,3589,53
1456,,0,3591,365
1457,,0,3592,246
1458,,0,3593,166
1459,,0,3595,18
1460,,0,3596,67
1461,,0,3599,152
1462,,0,3601,416
1463,,0,3607,242
1464,,0,3608,34
1465,,0,3611,4
1466,,0,3612,31
1467,,0,3618,34
1468,,0,3621,59
1469,,0,3622,41
1470,,0,3624,49
1471,,0,3627,18
1472,,0,3632,36
1473,,0,3636,647
1474,,0,3638,40
1475,,0,3648,42
1476,,0,3649,215
1477,,0,3706,1217
1478,,0,3707,1
1479,,0,3708,73
1480,,0,3710,1577
1481,,0,3711,16
1482,,0,3714,115
1483,,0,3715,5
1484,,0,3716,7
1485,,0,3717,5
1486,,0,3718,11
1487,,0,3720,264
1488,,0,3721,32
1489,,0,3740,139
1490,,0,3782,731
1491,,0,3789,333
1492,,0,3790,339
1493,,0,3791,9
1494,,0,3792,137
1495,,0,3793,245
1496,,0,3794,155
1497,,0,3796,200
1498,,0,3797,443
1499,,0,3798,25
1500,,0,3799,302
1501,,0,3800,313
1502,,0,3801,88
1503,,0,3804,114
1504,,0,3805,192
1505,,0,3806,167
1506,,0,3808,59
1507,,0,3809,30
